Label (Grouping),Year,Total:,"    Less than $10,000","    $10,000 to $14,999","    $15,000 to $19,999","    $20,000 to $24,999","    $25,000 to $29,999","    $30,000 to $34,999","    $35,000 to $39,999","    $40,000 to $49,999","    $50,000 to $59,999","    $60,000 to $69,999","    $70,000 to $79,999","    $80,000 to $89,999","    $90,000 to $99,999","    $100,000 to $124,999","    $125,000 to $149,999","    $150,000 to $174,999","    $175,000 to $199,999","    $200,000 to $249,999","    $250,000 to $299,999","    $300,000 to $399,999","    $400,000 to $499,999","    $500,000 to $749,999","    $750,000 to $999,999","    $1,000,000 to $1,499,999","    $1,500,000 to $1,999,999","    $2,000,000 or more"
Census Tract 92.04; Multnomah County; Oregon!!Estimate,2022,898,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,33,96,233,178,211,98,0,0,0,24
Census Tract 93.01; Multnomah County; Oregon!!Estimate,2022,898,0,13,0,0,0,0,0,29,0,0,0,0,0,0,0,29,46,59,31,205,339,133,14,0,0,0
Census Tract 93.02; Multnomah County; Oregon!!Estimate,2022,"1,003",0,0,0,0,0,0,0,43,7,0,0,0,0,0,0,11,12,77,53,347,343,104,6,0,0,0
Census Tract 94; Multnomah County; Oregon!!Estimate,2022,"2,510",0,0,0,0,0,0,0,19,0,0,0,0,0,0,29,43,33,51,90,843,"1,013",351,38,0,0,0
Census Tract 95.01; Multnomah County; Oregon!!Estimate,2022,"1,287",54,0,0,0,8,0,0,0,9,7,0,0,0,5,0,26,47,31,100,214,388,289,109,0,0,0
Census Tract 95.02; Multnomah County; Oregon!!Estimate,2022,969,4,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,7,42,166,471,243,17,0,0,0
Census Tract 96.03; Multnomah County; Oregon!!Estimate,2022,876,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,37,5,78,130,360,246,8,0,0,0,0
Census Tract 96.04; Multnomah County; Oregon!!Estimate,2022,959,31,0,0,27,0,4,0,51,0,71,0,0,15,0,0,0,39,115,74,296,236,0,0,0,0,0
Census Tract 96.05; Multnomah County; Oregon!!Estimate,2022,"1,308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,88,257,443,484,0,0,0,0
Census Tract 96.06; Multnomah County; Oregon!!Estimate,2022,753,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,11,17,48,78,195,351,10,0,7,0,0
Census Tract 97.01; Multnomah County; Oregon!!Estimate,2022,"1,157",0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,43,124,94,583,254,50,0,0,0,0
Census Tract 97.03; Multnomah County; Oregon!!Estimate,2022,"1,091",37,0,28,41,0,12,0,21,0,0,39,9,0,12,0,0,12,136,111,301,243,89,0,0,0,0
Census Tract 97.04; Multnomah County; Oregon!!Estimate,2022,"1,016",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,36,72,606,234,39,0,0,0,0
Census Tract 98.01; Multnomah County; Oregon!!Estimate,2022,459,10,40,0,0,0,0,0,50,38,0,0,11,0,0,0,0,0,29,10,181,65,15,0,10,0,0
Census Tract 98.03; Multnomah County; Oregon!!Estimate,2022,"1,261",0,21,0,0,0,9,0,0,14,0,0,0,0,0,0,27,68,137,82,642,216,45,0,0,0,0
Census Tract 98.04; Multnomah County; Oregon!!Estimate,2022,679,0,0,0,12,0,39,0,0,0,23,0,0,0,6,0,6,0,48,82,196,227,32,8,0,0,0
Census Tract 99.03; Multnomah County; Oregon!!Estimate,2022,"2,262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,309,783,985,72,18,0,17
Census Tract 99.04; Multnomah County; Oregon!!Estimate,2022,878,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,33,105,48,35,274,246,103,22,0,0,0
Census Tract 99.05; Multnomah County; Oregon!!Estimate,2022,863,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94,250,407,73,0,0,0,0
Census Tract 99.06; Multnomah County; Oregon!!Estimate,2022,"1,344",16,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,10,37,200,566,462,43,0,0,0
Census Tract 99.07; Multnomah County; Oregon!!Estimate,2022,"1,547",7,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,7,45,52,285,360,562,156,55,0,0
Census Tract 100.01; Multnomah County; Oregon!!Estimate,2022,791,0,0,0,0,21,0,0,0,0,28,0,0,0,0,0,10,0,14,81,288,165,126,20,19,0,19
Census Tract 100.02; Multnomah County; Oregon!!Estimate,2022,"1,317",0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,15,105,365,590,100,58,0,0,24
Census Tract 101.01; Multnomah County; Oregon!!Estimate,2022,856,27,0,0,31,12,31,0,14,0,14,0,0,0,0,0,12,0,71,106,258,256,24,0,0,0,0
Census Tract 101.02; Multnomah County; Oregon!!Estimate,2022,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,37,33,209,297,92,0,0,0,0
Census Tract 102; Multnomah County; Oregon!!Estimate,2022,"1,965",46,60,0,0,39,0,50,89,16,55,0,20,0,66,23,73,0,17,107,325,693,157,64,65,0,0
Census Tract 103.03; Multnomah County; Oregon!!Estimate,2022,"1,145",0,0,19,0,42,0,0,0,46,0,0,0,0,35,14,0,0,16,56,331,424,130,0,0,0,32
Census Tract 103.04; Multnomah County; Oregon!!Estimate,2022,837,0,29,19,15,110,10,21,20,10,1,0,0,0,0,0,15,28,56,51,191,159,98,4,0,0,0
Census Tract 103.05; Multnomah County; Oregon!!Estimate,2022,990,32,0,0,0,29,0,7,14,0,8,39,0,7,31,13,0,0,14,23,401,244,121,0,7,0,0
Census Tract 103.06; Multnomah County; Oregon!!Estimate,2022,"1,306",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,21,102,385,611,148,0,0,0,0
Census Tract 104.02; Multnomah County; Oregon!!Estimate,2022,"1,523",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,37,0,0,0,230,469,548,182,45,0,0
Census Tract 104.05; Multnomah County; Oregon!!Estimate,2022,"1,146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,593,368,152,0,0,0,0
Census Tract 104.07; Multnomah County; Oregon!!Estimate,2022,"1,184",0,0,0,0,0,9,0,40,9,0,0,0,0,0,0,13,0,6,44,244,479,296,35,9,0,0
Census Tract 104.08; Multnomah County; Oregon!!Estimate,2022,"1,404",12,0,51,18,38,0,17,85,68,38,0,0,15,57,0,11,9,0,24,178,528,210,19,26,0,0
Census Tract 104.10; Multnomah County; Oregon!!Estimate,2022,655,14,0,0,6,0,0,0,0,0,0,0,0,0,0,14,8,79,41,68,279,110,36,0,0,0,0
Census Tract 104.11; Multnomah County; Oregon!!Estimate,2022,697,10,7,9,8,0,0,0,12,33,0,27,0,0,61,9,37,20,25,145,230,46,18,0,0,0,0
Census Tract 104.12; Multnomah County; Oregon!!Estimate,2022,837,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,8,30,65,390,318,6,0,0,0
Census Tract 104.13; Multnomah County; Oregon!!Estimate,2022,"1,157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,0,0,47,244,407,400,0,0,0,0
Census Tract 105; Multnomah County; Oregon!!Estimate,2022,"1,149",0,0,0,8,0,6,0,8,0,0,0,0,0,23,0,0,26,20,34,103,69,634,139,79,0,0
Census Tract 106.01; Multnomah County; Oregon!!Estimate,2022,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,18,86,48,33,0,50,0
Census Tract 106.02; Multnomah County; Oregon!!Estimate,2022,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
Census Tract 9800; Multnomah County; Oregon!!Estimate,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
