Label (Grouping),Year,Total:,"    Less than $10,000","    $10,000 to $14,999","    $15,000 to $19,999","    $20,000 to $24,999","    $25,000 to $29,999","    $30,000 to $34,999","    $35,000 to $39,999","    $40,000 to $49,999","    $50,000 to $59,999","    $60,000 to $69,999","    $70,000 to $79,999","    $80,000 to $89,999","    $90,000 to $99,999","    $100,000 to $124,999","    $125,000 to $149,999","    $150,000 to $174,999","    $175,000 to $199,999","    $200,000 to $249,999","    $250,000 to $299,999","    $300,000 to $399,999","    $400,000 to $499,999","    $500,000 to $749,999","    $750,000 to $999,999","    $1,000,000 to $1,499,999","    $1,500,000 to $1,999,999","    $2,000,000 or more"
"Census Tract 92.02, Multnomah County, Oregon!!Estimate",2020,993,0,0,45,0,0,0,0,0,0,9,0,0,0,47,8,53,159,170,206,244,19,16,0,0,0,17
"Census Tract 92.03, Multnomah County, Oregon!!Estimate",2020,702,0,0,12,55,33,0,0,0,0,0,0,0,0,4,0,12,22,53,106,368,37,0,0,0,0,0
"Census Tract 92.04, Multnomah County, Oregon!!Estimate",2020,862,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,106,26,141,307,207,9,5,0,0,0,28
"Census Tract 93.01, Multnomah County, Oregon!!Estimate",2020,904,0,18,0,0,0,0,0,34,0,0,0,0,0,11,0,27,0,97,123,353,212,29,0,0,0,0
"Census Tract 93.02, Multnomah County, Oregon!!Estimate",2020,884,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,43,136,225,386,56,22,0,0,0,0
"Census Tract 94, Multnomah County, Oregon!!Estimate",2020,"2,494",0,0,17,0,0,0,14,0,0,0,0,0,0,20,101,38,89,89,244,"1,364",445,62,11,0,0,0
"Census Tract 95.01, Multnomah County, Oregon!!Estimate",2020,"1,203",44,0,9,0,7,0,0,0,7,6,11,0,0,5,21,37,0,162,154,333,324,83,0,0,0,0
"Census Tract 95.02, Multnomah County, Oregon!!Estimate",2020,904,6,0,0,0,9,0,0,0,0,0,0,0,9,0,0,8,0,23,111,457,252,29,0,0,0,0
"Census Tract 96.03, Multnomah County, Oregon!!Estimate",2020,818,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,18,31,103,286,371,0,0,0,0,0,0
"Census Tract 96.04, Multnomah County, Oregon!!Estimate",2020,818,0,0,0,17,0,8,0,20,0,37,7,0,0,0,48,68,82,64,290,177,0,0,0,0,0,0
"Census Tract 96.05, Multnomah County, Oregon!!Estimate",2020,"1,029",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,45,108,170,503,162,16,0,0,0,0
"Census Tract 96.06, Multnomah County, Oregon!!Estimate",2020,691,38,0,0,0,0,9,0,0,0,0,0,0,0,0,7,16,33,121,159,236,63,9,0,0,0,0
"Census Tract 97.01, Multnomah County, Oregon!!Estimate",2020,973,0,0,0,0,0,0,0,7,0,0,0,0,11,22,0,61,87,190,268,306,21,0,0,0,0,0
"Census Tract 97.03, Multnomah County, Oregon!!Estimate",2020,"1,247",98,24,19,58,0,0,15,0,0,0,0,0,0,9,0,52,159,127,312,221,142,11,0,0,0,0
"Census Tract 97.04, Multnomah County, Oregon!!Estimate",2020,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,141,312,501,11,0,0,0,0,0
"Census Tract 98.01, Multnomah County, Oregon!!Estimate",2020,497,9,38,0,0,0,0,10,10,40,0,9,0,0,6,45,10,100,51,53,105,0,0,0,11,0,0
"Census Tract 98.03, Multnomah County, Oregon!!Estimate",2020,"1,137",9,0,0,0,13,0,0,0,14,0,0,0,0,13,13,48,158,64,306,485,0,0,0,14,0,0
"Census Tract 98.04, Multnomah County, Oregon!!Estimate",2020,658,0,0,0,7,0,9,0,0,0,15,0,0,0,0,6,28,0,116,138,265,43,12,19,0,0,0
"Census Tract 99.03, Multnomah County, Oregon!!Estimate",2020,"2,212",0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,46,145,100,764,809,270,17,16,0,16
"Census Tract 99.04, Multnomah County, Oregon!!Estimate",2020,799,15,0,0,0,0,0,0,0,0,19,28,0,7,7,15,49,44,75,102,393,45,0,0,0,0,0
"Census Tract 99.05, Multnomah County, Oregon!!Estimate",2020,939,41,0,0,22,0,0,0,8,0,0,0,0,0,0,0,8,23,151,168,425,85,8,0,0,0,0
"Census Tract 99.06, Multnomah County, Oregon!!Estimate",2020,"1,268",8,0,0,0,9,0,0,0,0,0,0,16,0,0,7,0,29,67,84,608,300,120,20,0,0,0
"Census Tract 99.07, Multnomah County, Oregon!!Estimate",2020,"1,711",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,87,58,126,161,436,332,399,46,59,0,0
"Census Tract 100.01, Multnomah County, Oregon!!Estimate",2020,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,47,77,121,207,101,0,45,0,0,16
"Census Tract 100.02, Multnomah County, Oregon!!Estimate",2020,"1,283",16,0,0,18,0,0,0,0,0,0,0,0,0,56,0,52,10,173,210,416,289,0,15,0,0,28
"Census Tract 101.01, Multnomah County, Oregon!!Estimate",2020,832,34,12,0,24,35,11,0,0,12,0,0,0,0,0,8,43,38,196,234,185,0,0,0,0,0,0
"Census Tract 101.02, Multnomah County, Oregon!!Estimate",2020,719,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,331,215,112,0,0,0,0,0
"Census Tract 102, Multnomah County, Oregon!!Estimate",2020,"2,138",63,50,0,0,125,129,0,60,5,0,17,63,21,17,0,25,66,151,239,726,223,158,0,0,0,0
"Census Tract 103.03, Multnomah County, Oregon!!Estimate",2020,"1,026",0,0,11,20,0,0,0,0,21,0,0,0,12,11,0,0,26,122,87,594,61,35,0,0,0,26
"Census Tract 103.04, Multnomah County, Oregon!!Estimate",2020,717,8,0,19,16,96,20,7,13,0,6,0,0,0,7,19,0,55,44,72,245,65,25,0,0,0,0
"Census Tract 103.05, Multnomah County, Oregon!!Estimate",2020,964,0,0,0,0,31,15,0,32,10,48,9,14,0,12,0,0,0,123,110,504,19,30,0,7,0,0
"Census Tract 103.06, Multnomah County, Oregon!!Estimate",2020,"1,160",0,0,9,0,0,0,0,0,0,0,0,0,20,0,0,0,22,88,229,538,214,40,0,0,0,0
"Census Tract 104.02, Multnomah County, Oregon!!Estimate",2020,"1,617",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,15,38,135,426,402,478,54,52,0,0
"Census Tract 104.05, Multnomah County, Oregon!!Estimate",2020,"1,183",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,41,156,261,553,90,63,0,0,0,0
"Census Tract 104.07, Multnomah County, Oregon!!Estimate",2020,"1,046",0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,14,25,62,144,501,191,51,30,0,0,9
"Census Tract 104.08, Multnomah County, Oregon!!Estimate",2020,"1,220",27,48,46,0,45,0,68,83,25,0,0,0,8,30,25,9,0,74,78,420,201,11,22,0,0,0
"Census Tract 104.10, Multnomah County, Oregon!!Estimate",2020,630,15,0,0,0,0,0,0,0,0,0,0,0,16,44,31,45,101,87,168,123,0,0,0,0,0,0
"Census Tract 104.11, Multnomah County, Oregon!!Estimate",2020,648,0,10,17,8,0,0,0,49,0,28,0,0,0,51,41,60,15,90,131,129,19,0,0,0,0,0
"Census Tract 104.12, Multnomah County, Oregon!!Estimate",2020,840,45,0,0,0,0,14,38,0,0,0,0,0,0,0,0,0,37,49,80,272,168,137,0,0,0,0
"Census Tract 104.13, Multnomah County, Oregon!!Estimate",2020,"1,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,38,201,558,245,0,0,0,0,0
"Census Tract 105, Multnomah County, Oregon!!Estimate",2020,"1,256",0,0,8,0,10,0,8,0,0,0,0,0,0,8,0,6,13,54,57,253,342,358,96,16,0,27
"Census Tract 106.01, Multnomah County, Oregon!!Estimate",2020,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,25,81,26,0,43,0
"Census Tract 106.02, Multnomah County, Oregon!!Estimate",2020,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0,0,0,0
"Census Tract 9800, Multnomah County, Oregon!!Estimate",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
